stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening F:\C-projects\C-games\blasteroids\SELF-CONTAINED\bin\Debug\allegro5.cfg r
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87901] removed dtor for sub_bitmap 035B9908
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87904] removed dtor for sub_bitmap 035B9BB8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87907] removed dtor for sub_bitmap 035BAA80
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87909] removed dtor for sub_bitmap 035B9D10
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87911] removed dtor for sub_bitmap 035BABD8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87913] removed dtor for sub_bitmap 035B9FC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87916] removed dtor for sub_bitmap 035BA118
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87919] removed dtor for sub_bitmap 035BA270
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87922] removed dtor for sub_bitmap 035BA3C8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87923] removed dtor for sub_bitmap 035BAFA8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87926] removed dtor for sub_bitmap 035BB100
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87928] removed dtor for sub_bitmap 035BC930
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87930] removed dtor for sub_bitmap 035BBFC8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87932] removed dtor for sub_bitmap 035BB258
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87934] removed dtor for sub_bitmap 035BB508
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87936] removed dtor for sub_bitmap 035BB660
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87939] removed dtor for sub_bitmap 035BCA88
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87942] removed dtor for sub_bitmap 035BB910
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87945] removed dtor for sub_bitmap 035BB7B8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87948] removed dtor for sub_bitmap 035BBE70
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87951] removed dtor for sub_bitmap 035BC3D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87953] removed dtor for sub_bitmap 035BB3B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87956] removed dtor for sub_bitmap 035BC120
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87958] removed dtor for sub_bitmap 035BBD18
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87960] removed dtor for sub_bitmap 035BC7D8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87963] removed dtor for sub_bitmap 035BC528
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87965] removed dtor for sub_bitmap 035BBA68
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87967] removed dtor for sub_bitmap 035BC680
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87970] removed dtor for sub_bitmap 035BBBC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87973] removed dtor for sub_bitmap 035BC278
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87975] removed dtor for sub_bitmap 035BCD38
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87977] removed dtor for sub_bitmap 035BCBE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87980] removed dtor for sub_bitmap 035BF800
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87982] removed dtor for sub_bitmap 035BE3D8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87984] removed dtor for sub_bitmap 035BEBE8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87986] removed dtor for sub_bitmap 035BF6A8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87989] removed dtor for sub_bitmap 035BF958
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87992] removed dtor for sub_bitmap 035BDA70
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87994] removed dtor for sub_bitmap 035BE7E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87996] removed dtor for sub_bitmap 035BEA90
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.87999] removed dtor for sub_bitmap 035BED40
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88009] removed dtor for sub_bitmap 035BEE98
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88011] removed dtor for sub_bitmap 035C0010
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88014] removed dtor for sub_bitmap 035BE688
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88016] removed dtor for sub_bitmap 035C0168
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88018] removed dtor for sub_bitmap 035BDBC8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88020] removed dtor for sub_bitmap 035BD7C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88023] removed dtor for sub_bitmap 035BFD60
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88026] removed dtor for sub_bitmap 035BDE78
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88028] removed dtor for sub_bitmap 035BEFF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88030] removed dtor for sub_bitmap 035BE938
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88032] removed dtor for sub_bitmap 035BDD20
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88033] removed dtor for sub_bitmap 035BDFD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88035] removed dtor for sub_bitmap 035BE280
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88036] removed dtor for sub_bitmap 035BF148
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88038] removed dtor for sub_bitmap 035BF2A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88042] removed dtor for sub_bitmap 035BF3F8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88045] removed dtor for sub_bitmap 035BE128
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88047] removed dtor for sub_bitmap 035BE530
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88050] removed dtor for sub_bitmap 035BF550
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88053] removed dtor for sub_bitmap 035BD918
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88056] removed dtor for sub_bitmap 035BFAB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88059] removed dtor for sub_bitmap 035BFC08
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88061] removed dtor for sub_bitmap 035BFEB8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88064] removed dtor for sub_bitmap 035C1188
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88067] removed dtor for sub_bitmap 035C0C28
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88070] removed dtor for sub_bitmap 035C0978
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88072] removed dtor for sub_bitmap 035C0570
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88075] removed dtor for sub_bitmap 035C1438
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88078] removed dtor for sub_bitmap 035C0418
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88081] removed dtor for sub_bitmap 035C06C8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88083] removed dtor for sub_bitmap 035C0ED8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88086] removed dtor for sub_bitmap 035C1590
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88089] removed dtor for sub_bitmap 035C12E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88092] removed dtor for sub_bitmap 035C1030
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88095] removed dtor for sub_bitmap 035C02C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88098] removed dtor for sub_bitmap 035C0D80
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88101] removed dtor for sub_bitmap 035C0820
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88104] removed dtor for sub_bitmap 035C0AD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88106] removed dtor for sub_bitmap 035C27D8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88109] removed dtor for sub_bitmap 035C4410
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88112] removed dtor for sub_bitmap 035C33F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88115] removed dtor for sub_bitmap 035C42B8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88117] removed dtor for sub_bitmap 035C2930
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88120] removed dtor for sub_bitmap 035C2A88
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88122] removed dtor for sub_bitmap 035C3548
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88123] removed dtor for sub_bitmap 035C4568
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88124] removed dtor for sub_bitmap 035C2BE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88125] removed dtor for sub_bitmap 035C46C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88126] removed dtor for sub_bitmap 035C36A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88127] removed dtor for sub_bitmap 035C4818
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88128] removed dtor for sub_bitmap 035C4970
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88129] removed dtor for sub_bitmap 035C2D38
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88130] removed dtor for sub_bitmap 035C37F8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88131] removed dtor for sub_bitmap 035C3AA8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88132] removed dtor for sub_bitmap 035C3C00
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88133] removed dtor for sub_bitmap 035C3D58
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88134] removed dtor for sub_bitmap 035C5028
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88135] removed dtor for sub_bitmap 035C3950
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88136] removed dtor for sub_bitmap 035C5180
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88138] removed dtor for sub_bitmap 035C2E90
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88140] removed dtor for sub_bitmap 035C2FE8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88141] removed dtor for sub_bitmap 035C4D78
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88143] removed dtor for sub_bitmap 035C3140
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88144] removed dtor for sub_bitmap 035C3EB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88146] removed dtor for sub_bitmap 035C4008
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88147] removed dtor for sub_bitmap 035C3298
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88149] removed dtor for sub_bitmap 035C4160
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88151] removed dtor for sub_bitmap 035C4AC8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88152] removed dtor for sub_bitmap 035C4C20
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88154] removed dtor for sub_bitmap 035C4ED0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88155] removed dtor for sub_bitmap 035C5430
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88157] removed dtor for sub_bitmap 035C5588
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88158] removed dtor for sub_bitmap 035C5838
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88160] removed dtor for sub_bitmap 035C5990
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88161] removed dtor for sub_bitmap 035C5EF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88163] removed dtor for sub_bitmap 035C5C40
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88164] removed dtor for sub_bitmap 035C5AE8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88166] removed dtor for sub_bitmap 035C5D98
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88167] removed dtor for sub_bitmap 035C6048
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88169] removed dtor for sub_bitmap 035C61A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88170] removed dtor for sub_bitmap 035C52D8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88172] removed dtor for sub_bitmap 035C62F8
dtor     D               dtor.c:227  _al_unregister_destructor        [  21.88173] removed dtor for sub_bitmap 035C6450
